wfood,totexp,age,size,town,sex
0.2829128882506131,697713.0,62.0,4.0,4.0,man
0.3141342169097926,1053295.0,34.0,5.0,4.0,man
0.5005819739731547,1114311.0,38.0,3.0,4.0,woman
0.0936361265457812,2208592.0,30.0,3.0,4.0,man
0.2369879738637662,1453002.0,48.0,4.0,4.0,man
0.6060961038352506,682928.0,26.0,4.0,4.0,man
0.2669921824273433,500539.0,68.0,2.0,4.0,woman
0.266559621506632,931694.0,59.0,2.0,4.0,man
0.4173374995586626,453168.0,57.0,3.0,4.0,man
0.301010795545041,2059368.0,57.0,3.0,4.0,man
0.324893089253803,899816.0,53.0,4.0,4.0,man
0.3721990925946332,417454.0,73.0,2.0,4.0,man
0.05503155804552869,1099878.0,38.0,1.0,4.0,man
0.4461733128469563,1681768.0,50.0,5.0,4.0,man
0.416927847702436,603030.0,43.0,4.0,4.0,man
0.3799464811345999,747400.0,29.0,4.0,4.0,man
0.4967246079437198,852875.0,42.0,4.0,4.0,man
0.4091109955082703,357546.0,72.0,3.0,4.0,man
0.3840765847607353,1037491.0,40.0,7.0,4.0,man
0.1352036427924483,964974.0,59.0,2.0,4.0,woman
0.08784866209473807,2093646.0,70.0,2.0,4.0,man
0.2372223480142873,2451135.0,42.0,9.0,4.0,man
0.05727696930255743,2888840.0,59.0,2.0,4.0,man
0.1885766459751203,1283616.0,45.0,3.0,4.0,man
0.6085731675506477,345030.0,70.0,3.0,4.0,man
0.2908160282683676,615812.0,66.0,2.0,4.0,man
0.4109477204223121,918657.0,55.0,2.0,4.0,woman
0.4284635645302897,683400.0,36.0,5.0,4.0,man
0.2931548801746383,377466.0,70.0,1.0,4.0,man
0.2107925073786003,1159434.0,48.0,3.0,4.0,man
0.2229594077218178,1553054.0,54.0,6.0,4.0,man
0.2358617902203283,801622.0,26.0,2.0,4.0,man
0.655269201326869,305682.0,68.0,2.0,4.0,woman
0.2971882340480907,1217989.0,67.0,5.0,4.0,man
0.3154297039419092,1663052.0,58.0,3.0,4.0,man
0.5307196954355838,98764.0,81.0,1.0,4.0,woman
0.3905673858585395,696986.0,31.0,4.0,4.0,man
0.3190341777386239,444968.0,71.0,2.0,4.0,man
0.7469215441250971,296090.0,60.0,2.0,4.0,man
0.6001631975503543,356623.0,73.0,2.0,4.0,man
0.166641824414965,348868.0,62.0,2.0,4.0,man
0.3914272480314468,798810.0,64.0,4.0,4.0,man
0.5939956089312681,1062156.0,33.0,5.0,4.0,man
0.3817238324262752,1042932.0,34.0,4.0,4.0,man
0.1315250852816374,1562470.0,30.0,4.0,4.0,man
0.5556339184789435,828056.0,48.0,5.0,4.0,man
0.3113503619700495,1853192.0,55.0,6.0,4.0,man
0.2885887878205912,916432.0,42.0,3.0,4.0,man
0.5086518542376675,956269.0,40.0,8.0,4.0,man
0.4610163657180487,534532.0,41.0,4.0,4.0,man
0.2325637703472737,2164172.0,19.0,4.0,4.0,woman
0.2760266960664645,406352.0,55.0,1.0,4.0,woman
0.4408310450921362,241816.0,85.0,2.0,4.0,man
0.336112150107344,1561336.0,44.0,4.0,4.0,man
0.2866778907767252,1114268.0,54.0,3.0,4.0,man
0.2158138255161687,1424728.0,59.0,3.0,4.0,man
0.2383686664950076,1398120.0,71.0,3.0,4.0,woman
0.3912306871095489,947942.0,34.0,4.0,4.0,man
0.2249074006023056,2258654.0,66.0,4.0,4.0,man
0.4620803367830205,570100.0,64.0,2.0,4.0,man
0.6820028851765794,363236.0,63.0,1.0,4.0,woman
0.3949848436596959,339132.0,77.0,2.0,4.0,man
0.2966922745912013,1264192.0,46.0,4.0,4.0,man
0.2542327727121206,1493938.0,49.0,6.0,4.0,man
0.4633485634565485,1402046.0,48.0,9.0,4.0,man
0.2730517044695436,1556848.0,35.0,6.0,4.0,man
0.4364097363083164,709920.0,47.0,5.0,4.0,man
0.214593433221852,1274354.0,37.0,5.0,4.0,man
0.375493683550798,1407278.0,50.0,5.0,4.0,man
0.27456147030469,1392038.0,49.0,6.0,4.0,man
0.2935221409475797,929906.0,31.0,4.0,4.0,man
0.3515553871366211,812788.0,32.0,4.0,4.0,man
0.3217194607825055,1680806.0,47.0,4.0,4.0,man
0.329985110958266,873797.0,32.0,4.0,4.0,man
0.460382412022915,618286.0,34.0,4.0,4.0,man
0.5025861627490141,507702.0,53.0,4.0,4.0,man
0.09888998436118855,470624.0,65.0,1.0,4.0,woman
0.3503999240950709,526975.0,36.0,4.0,4.0,man
0.186313384066689,1826149.0,40.0,4.0,4.0,man
0.6553438383146356,934160.0,62.0,2.0,4.0,man
0.4925339596623311,845562.0,37.0,5.0,4.0,man
0.4048841713651653,1264411.0,35.0,5.0,4.0,man
0.3912646088225851,974839.0,37.0,4.0,4.0,man
0.2668582386577601,863035.0,35.0,4.0,4.0,man
0.3031925265452998,733369.0,33.0,5.0,4.0,man
0.2973008650083811,802998.0,35.0,3.0,4.0,man
0.06178788201469492,1953328.0,30.0,2.0,4.0,man
0.3930666452294764,422941.0,54.0,2.0,4.0,woman
0.3019913178078046,343692.0,32.0,4.0,4.0,man
0.6134781397939293,186732.0,52.0,1.0,4.0,woman
0.1298028919048852,2433690.0,30.0,3.0,4.0,man
0.3980258050690247,1371901.0,45.0,4.0,4.0,man
0.3033688427569881,439320.0,50.0,2.0,4.0,woman
0.3671632338087888,1499965.0,33.0,5.0,4.0,man
0.3677535981895207,1014538.0,34.0,4.0,4.0,man
0.3231373807995054,672816.0,49.0,4.0,4.0,man
0.2736684319329254,485668.0,50.0,2.0,4.0,woman
0.4839248990220302,405534.0,54.0,4.0,4.0,man
0.385406454248366,783360.0,47.0,5.0,4.0,man
0.5557486148903387,305030.0,43.0,3.0,4.0,man
0.377607806537655,1123981.0,52.0,5.0,4.0,man
0.3319757177811503,774888.0,25.0,3.0,4.0,man
0.4310206583080105,783220.0,37.0,4.0,4.0,man
0.2722647860722282,787836.0,30.0,3.0,4.0,man
0.3288539693967519,958395.0,37.0,4.0,4.0,man
0.1333863290452047,515765.0,33.0,1.0,4.0,man
0.5240762981035593,1162388.0,23.0,4.0,4.0,man
0.327556135131831,981560.0,46.0,3.0,4.0,man
0.2769531804913368,872884.0,60.0,2.0,4.0,man
0.2541765062700051,2096968.0,44.0,5.0,4.0,man
0.2841160189352366,960326.0,37.0,3.0,4.0,man
0.3034869976359338,622656.0,58.0,3.0,4.0,man
0.2684159797592394,796808.0,31.0,4.0,4.0,man
0.37282257175407,870752.0,35.0,3.0,4.0,man
0.3391288064302382,833064.0,33.0,3.0,4.0,man
0.1314381421015456,1269951.0,39.0,4.0,4.0,man
0.6090966108388116,860980.0,68.0,7.0,4.0,man
0.1962230547382057,992707.0,27.0,4.0,4.0,woman
0.1454356524496805,2074842.0,54.0,5.0,4.0,man
0.1449828264247978,1674957.0,50.0,10.0,4.0,man
0.2669716512430386,1634181.0,52.0,5.0,4.0,man
0.3200980375788458,598954.0,20.0,3.0,4.0,man
0.3150251681589381,763266.0,61.0,2.0,4.0,man
0.3249068480366432,1444414.0,37.0,5.0,4.0,man
0.3282398595000473,1236157.0,51.0,6.0,4.0,man
0.5342551778274259,662440.0,53.0,3.0,4.0,man
0.4360406449456053,978129.0,46.0,5.0,4.0,man
0.001853931582794089,1346328.0,58.0,1.0,4.0,man
0.3424220468449969,1231124.0,51.0,5.0,4.0,man
0.4163197473929121,481380.0,41.0,5.0,4.0,man
0.4368919987194815,918378.0,53.0,4.0,4.0,man
0.3781251987793204,644559.0,43.0,2.0,4.0,woman
0.4612487228708049,605851.0,76.0,3.0,4.0,man
0.2827658076803565,946154.0,43.0,3.0,4.0,man
0.3765787941734002,616689.0,31.0,3.0,4.0,man
0.4841516236448762,958584.0,62.0,4.0,4.0,man
0.5245996900826446,1053184.0,57.0,4.0,4.0,man
0.2286013831884818,335746.0,65.0,1.0,4.0,woman
0.4664839117518421,836822.0,39.0,6.0,4.0,man
0.4336542861590863,847892.0,42.0,7.0,4.0,man
0.6362356229173385,372120.0,57.0,5.0,4.0,man
0.7117313599320741,480524.0,42.0,6.0,4.0,man
0.4805343940069045,552102.0,32.0,3.0,4.0,man
0.06082297752539927,2025353.0,31.0,3.0,4.0,man
0.3431577406460357,1270611.0,58.0,4.0,4.0,man
0.20493949261502,1071770.0,37.0,3.0,4.0,man
0.3514579440541118,1160264.0,31.0,6.0,4.0,man
0.1996844114783458,1727566.0,33.0,5.0,4.0,man
0.2572206462250647,1191133.0,29.0,3.0,4.0,man
0.3545635299376242,1686874.0,53.0,6.0,4.0,man
0.1538229942342685,1368430.0,51.0,2.0,4.0,man
0.2662845704657877,1388830.0,46.0,3.0,4.0,man
0.3902283250838257,237994.0,77.0,2.0,4.0,man
0.2723532527549654,1062899.0,35.0,6.0,4.0,man
0.5148747074944566,1108526.0,48.0,9.0,4.0,man
0.4188148781613194,2483694.0,54.0,8.0,4.0,man
0.6813401450196107,380914.0,18.0,3.0,4.0,man
0.4505648789160359,1856150.0,54.0,2.0,4.0,man
0.2009889645018703,2401704.0,37.0,5.0,4.0,man
0.1732959378941036,570123.0,52.0,3.0,4.0,man
0.09645104159726497,4022476.0,46.0,4.0,1.0,man
0.7069823922282938,428220.0,52.0,3.0,1.0,man
0.3726963712395868,848444.0,53.0,4.0,1.0,man
0.4235610631650158,511454.0,71.0,2.0,1.0,man
0.427382061710225,459308.0,71.0,2.0,1.0,man
0.6912154677587191,595820.0,42.0,4.0,4.0,man
0.3978407863556961,863833.0,56.0,4.0,4.0,man
0.236883420950422,731212.0,24.0,3.0,4.0,man
0.6049332262135206,3009714.0,52.0,5.0,4.0,man
0.2343392368794932,843222.0,25.0,3.0,4.0,man
0.5143393998699863,435339.0,58.0,5.0,4.0,man
0.3514023341141353,192964.0,76.0,3.0,4.0,man
0.2485084510550976,1421006.0,54.0,7.0,4.0,man
0.1772979617945928,2798295.0,48.0,5.0,4.0,man
0.2055457318850436,1338038.0,38.0,4.0,4.0,man
0.3093348268799939,1664048.0,40.0,8.0,4.0,man
0.3105596476745658,1413693.0,35.0,5.0,4.0,man
0.3655949311491944,614735.0,20.0,4.0,4.0,man
0.3232391196099814,1046309.0,32.0,5.0,4.0,man
0.08056228724122493,1407110.0,28.0,3.0,4.0,man
0.1848426169635604,1414479.0,57.0,4.0,4.0,man
0.4454555099731221,1131040.0,43.0,7.0,4.0,woman
0.3474728271632181,353478.0,49.0,3.0,4.0,woman
0.4104774535809019,78416.0,85.0,1.0,4.0,woman
0.4775786748473536,472006.0,36.0,5.0,4.0,man
0.3972098596371106,233680.0,75.0,1.0,4.0,woman
0.5063532284867014,871368.0,55.0,2.0,4.0,man
0.5791282108001532,1094003.0,34.0,4.0,4.0,man
0.3247591082227736,1475974.0,27.0,4.0,4.0,man
0.1591209455122154,688558.0,38.0,2.0,4.0,woman
0.2055855383809274,2481050.0,35.0,6.0,4.0,man
0.5007283660566703,815524.0,51.0,7.0,4.0,man
0.4130733863666387,620742.0,34.0,4.0,4.0,man
0.2972646634454404,985546.0,51.0,5.0,4.0,man
0.323502213858875,928921.0,55.0,5.0,4.0,man
0.4927281343794429,379820.0,71.0,2.0,4.0,woman
0.2042747738642524,1617723.0,41.0,6.0,4.0,man
0.3326592183763349,1029498.0,68.0,2.0,4.0,man
0.1571233615975738,2768398.0,42.0,6.0,4.0,man
0.1427051766830254,2013606.0,44.0,2.0,4.0,man
0.1535429921832394,1787825.0,47.0,5.0,4.0,man
0.2090005094415563,1065873.0,57.0,3.0,4.0,man
0.2499691515381665,2090866.0,47.0,9.0,4.0,man
0.2447764496658321,1952312.0,51.0,5.0,4.0,man
0.1121614089845056,1255940.0,29.0,5.0,4.0,man
0.1028864059590317,833424.0,70.0,1.0,4.0,woman
0.2330706755268286,826170.0,40.0,4.0,4.0,man
0.2442697648545578,1071422.0,61.0,3.0,4.0,man
0.2725444719914998,700216.0,21.0,3.0,4.0,man
0.2805898156063011,393072.0,74.0,2.0,4.0,man
0.3695808999266058,637652.0,59.0,2.0,4.0,man
0.3599103459887196,760256.0,65.0,3.0,4.0,man
0.5853366241992781,280372.0,77.0,2.0,4.0,man
0.2868386904635283,611117.0,35.0,4.0,4.0,man
0.0700246573706199,703238.0,23.0,2.0,4.0,man
0.1044405250816013,2202172.0,28.0,4.0,4.0,man
0.254645056014919,1166832.0,38.0,5.0,4.0,man
0.2268416744871679,933444.0,36.0,5.0,4.0,man
0.2362278294769287,931135.0,29.0,3.0,4.0,man
0.2060931126027929,1111944.0,44.0,5.0,4.0,man
0.3373674360573924,320600.0,32.0,3.0,4.0,man
0.212067467994501,1043102.0,34.0,5.0,4.0,man
0.4309461177430058,1000552.0,36.0,5.0,4.0,man
0.2572270909081715,988745.0,28.0,5.0,4.0,man
0.2429979921526104,1423913.0,44.0,4.0,4.0,man
0.4893492461279323,778912.0,42.0,5.0,4.0,man
0.3598413067696745,975719.0,37.0,8.0,4.0,man
0.3508055437983484,888344.0,34.0,4.0,4.0,man
0.3332587611364803,151978.0,33.0,4.0,4.0,woman
0.3995858930758184,1172644.0,45.0,5.0,4.0,man
0.2112171881974575,808741.0,27.0,3.0,4.0,man
0.3941537771077133,744207.0,31.0,4.0,4.0,man
0.1955535549127994,1341791.0,52.0,3.0,4.0,man
0.6500347240771409,74876.0,82.0,2.0,4.0,man
0.3130301612583866,1141398.0,38.0,4.0,4.0,man
0.5077265084849142,996828.0,47.0,5.0,4.0,man
0.1586336706985929,1685216.0,45.0,5.0,4.0,man
0.3508493623215519,1560818.0,57.0,5.0,4.0,man
0.1175286334882053,635794.0,42.0,2.0,4.0,man
0.3584906048694149,1943560.0,46.0,7.0,4.0,man
0.607289142292134,1731452.0,45.0,5.0,4.0,man
0.4748735917488675,2325402.0,53.0,7.0,4.0,man
0.3469141597882356,613512.0,64.0,3.0,4.0,man
0.257683506583715,665126.0,19.0,2.0,4.0,man
0.3079731765496803,648537.0,37.0,5.0,4.0,man
0.3395551175508986,556057.0,57.0,2.0,4.0,man
0.1386296987470008,1305348.0,35.0,5.0,4.0,man
0.1732505900937623,2344119.0,55.0,4.0,4.0,man
0.376905143964395,660580.0,41.0,4.0,4.0,man
0.2755790887779721,2163183.0,30.0,2.0,4.0,man
0.3388267637254417,1495726.0,40.0,7.0,4.0,man
0.2526525480859748,493959.0,65.0,3.0,4.0,man
0.408503177733947,237276.0,54.0,3.0,4.0,man
0.3809399406754293,551205.0,66.0,3.0,4.0,man
0.4263875447036205,844171.0,48.0,8.0,4.0,man
0.2352991685813772,1350944.0,42.0,5.0,4.0,man
0.2965457627499186,267237.0,65.0,2.0,4.0,woman
0.3117080762311056,494129.0,38.0,4.0,4.0,man
0.5340257076000897,405561.0,62.0,3.0,4.0,man
0.3985238353368024,787717.0,65.0,2.0,4.0,man
0.4597206522208854,439667.0,66.0,2.0,4.0,man
0.04259475323863021,831370.0,57.0,4.0,4.0,man
0.6463037297206891,191328.0,63.0,1.0,4.0,woman
0.4839204290026331,498272.0,52.0,2.0,4.0,woman
0.5015540540540541,592000.0,62.0,6.0,4.0,man
0.4457910234769783,751204.0,51.0,6.0,4.0,man
0.289131671208224,471204.0,26.0,3.0,4.0,man
0.4547875903017691,642014.0,36.0,5.0,4.0,man
0.2012069510498149,275239.0,53.0,3.0,4.0,man
0.4781214919742157,345636.0,26.0,3.0,4.0,man
0.3989865443215668,584140.0,32.0,6.0,4.0,man
0.06633386159974138,1203307.0,28.0,2.0,4.0,man
0.272112691992193,1202002.0,33.0,5.0,4.0,man
0.2239200822682533,850875.0,33.0,4.0,4.0,man
0.4181225689179389,849416.0,36.0,5.0,4.0,man
0.3297619945714009,649523.0,53.0,3.0,4.0,man
0.2812945247303074,638690.0,35.0,4.0,4.0,man
0.4330545846584766,666909.0,42.0,9.0,4.0,man
0.2430518587327391,1119580.0,52.0,5.0,4.0,man
0.6714716382105574,561918.0,41.0,4.0,4.0,man
0.4558750207744723,481360.0,35.0,6.0,4.0,man
0.4351887389655121,200621.0,58.0,2.0,4.0,man
0.28257449850719,809882.0,32.0,4.0,4.0,man
0.3997863040310831,617700.0,47.0,5.0,4.0,man
0.5300055535591781,489776.0,30.0,4.0,4.0,man
0.4414902030907203,581612.0,65.0,2.0,4.0,man
0.2869903499329594,635436.0,39.0,4.0,4.0,man
0.3846665938018541,402572.0,61.0,2.0,4.0,man
0.5095601447883418,734037.0,28.0,3.0,4.0,man
0.2092625741934616,594392.0,26.0,6.0,4.0,man
0.3248057381948595,334600.0,49.0,4.0,4.0,man
0.3433096127552833,371548.0,62.0,1.0,4.0,woman
0.4055765570592827,456052.0,50.0,3.0,4.0,woman
0.481708009539415,308195.0,67.0,2.0,4.0,man
0.7582759851777074,162458.0,80.0,2.0,4.0,man
0.2971405330997372,639280.0,57.0,3.0,4.0,man
0.4454366513018562,401350.0,39.0,5.0,4.0,man
0.5904359662116178,399664.0,55.0,3.0,4.0,man
0.8148314859618523,106638.0,64.0,2.0,4.0,woman
0.4924926228085402,92176.0,74.0,2.0,4.0,woman
0.3191858287595541,865076.0,40.0,4.0,4.0,man
0.5520246850959506,473160.0,57.0,2.0,4.0,man
0.5719442448092922,429951.0,65.0,2.0,4.0,man
0.1665665424198214,862262.0,60.0,2.0,4.0,woman
0.2732457244184765,1215858.0,28.0,3.0,4.0,man
0.5380569711224357,122448.0,81.0,2.0,4.0,man
0.5658945189331135,417364.0,36.0,7.0,4.0,woman
0.6532445286463829,407486.0,27.0,4.0,4.0,man
0.5571409957871315,1197284.0,55.0,5.0,4.0,man
0.385979381443299,230375.0,21.0,1.0,4.0,woman
0.4238612045246102,261680.0,62.0,2.0,4.0,man
0.3790070600702569,988942.0,64.0,3.0,4.0,man
0.45228533380868,381476.0,29.0,3.0,4.0,man
0.7094468693366005,156708.0,51.0,2.0,4.0,man
0.596824509940867,171816.0,41.0,5.0,4.0,man
0.4671525673573008,366330.0,37.0,3.0,4.0,man
0.601318154583583,150210.0,73.0,2.0,4.0,man
0.3162641702351192,852844.0,46.0,7.0,4.0,man
0.6532778643414721,521132.0,45.0,6.0,4.0,man
0.5698845327604726,238336.0,39.0,5.0,4.0,man
0.5073896353166987,541840.0,40.0,6.0,4.0,man
0.4810951760104302,199420.0,47.0,4.0,4.0,man
0.4720459827395537,650157.0,60.0,4.0,4.0,man
0.3737258046042836,593708.0,44.0,8.0,4.0,man
0.3966381224230891,189180.0,68.0,1.0,4.0,woman
0.3067450750562756,600616.0,44.0,4.0,4.0,man
0.2496443812233286,787360.0,47.0,5.0,4.0,man
0.5612452742264012,133047.0,83.0,1.0,4.0,man
0.6888201019664967,131808.0,84.0,2.0,4.0,man
0.1839062975357469,1130728.0,27.0,3.0,4.0,man
0.7672561016607274,297460.0,58.0,4.0,4.0,man
0.4980148325717282,173537.0,76.0,1.0,3.0,woman
0.2219242373449548,1628718.0,45.0,2.0,3.0,man
0.3992702589294768,1213033.0,51.0,4.0,3.0,man
0.1904827170307831,1897012.0,33.0,4.0,3.0,man
0.4199036664554247,557023.0,68.0,1.0,3.0,woman
0.4202076813619258,779367.0,37.0,2.0,3.0,man
0.3001201239173042,1644968.0,51.0,6.0,3.0,man
0.3756883959967541,739400.0,57.0,2.0,3.0,man
0.2331571884488484,2037338.0,54.0,5.0,3.0,man
0.3705387129998657,535944.0,60.0,3.0,3.0,man
0.2025946732409166,1360865.0,67.0,2.0,3.0,man
0.4840785027293995,553968.0,49.0,2.0,3.0,man
0.3717180934998764,683787.0,35.0,3.0,3.0,man
0.2056333463040752,2307758.0,54.0,5.0,3.0,man
0.4158551978430474,1729477.0,43.0,7.0,3.0,man
0.3849689397529812,628778.0,35.0,3.0,3.0,man
0.3678844048334729,846679.0,57.0,6.0,3.0,man
0.1551990466943243,906320.0,27.0,4.0,3.0,man
0.1189835730211286,734219.0,55.0,2.0,1.0,woman
0.9094780554466774,94397.0,66.0,1.0,1.0,man
0.3636290775026048,698712.0,73.0,4.0,1.0,man
0.3206550000922016,1084580.0,73.0,6.0,1.0,man
0.4648451854953808,234022.0,37.0,1.0,1.0,man
0.4013074006225187,359186.0,93.0,2.0,1.0,man
0.4351612464280855,220470.0,74.0,2.0,2.0,man
0.5452401328867834,296794.0,72.0,3.0,2.0,man
0.6685523270763692,272230.0,58.0,2.0,2.0,man
0.461845113634143,614076.0,53.0,6.0,2.0,man
0.5711005356202022,1165378.0,36.0,6.0,2.0,man
0.3942460311964167,722006.0,38.0,3.0,2.0,man
0.5273496141695249,465619.0,59.0,2.0,2.0,man
0.312653805005761,1335701.0,43.0,5.0,2.0,man
0.1758678107686808,1504994.0,35.0,4.0,2.0,man
